origin,dest,count
34029,34023,46.56287563396871
8005,8001,46.53297115218466
25025,25017,46.45958354645082
12095,18141,46.45825143200262
12095,1095,46.45825143200262
29189,29071,46.41682762869874
47155,13115,46.25619536948617
22015,22015,46.25507042512545
45079,45079,46.22549018812096
13185,13027,46.210306946090775
12095,8069,46.1795019234106
12109,12031,46.109313915659676
6113,6113,45.95840143486468
12095,36063,45.94721066625059
12095,13275,45.900752414818584
12095,12075,45.900752414818584
12095,21059,45.80783591195458
12095,9007,45.66846115765857
36105,36059,45.61375212664915
29510,29183,45.58474174407311
12095,49011,45.52908640336256
12095,1043,45.48262815193056
34009,42017,45.38455888330756
48039,48201,45.2872572316239
48201,48039,45.27317994489518
34015,34007,45.2255326902658
48201,48167,45.17552425044976
12095,21185,45.018045637610534
36061,36059,44.92363453883493
12095,13063,44.83221263188253
